research_status,decision_unit_id,governed_project_name,presentation_category,source_department,source_domain,candidate_source_title,source_url,arcgis_item_id,arcgis_service_id,layer_id,feature_object_id,source_agency,geometry_type,geometry_origin,source_date,last_updated_date,historically_compatible_with_2026_01_21,historical_fit_judgment,match_identifiers,match_method,match_confidence,ambiguity_flag,ambiguity_notes,multiple_possible_features,governance_eligibility,display_role,secondary_evidence,research_notes
CANDIDATE / RESEARCH / NOT YET GOVERNED,community-facilities/police/southwest-substation,Southwest Police Substation,Community Facilities,Police,Police,Official 2026 Bond source plus relevant City facility/project GIS layers searched,https://services.austintexas.gov/edims/document.cfm?id=456140,,,,,City of Austin,no geometry,none,sources through 2026-09-08 research date,,NO_PROJECT_SITE_ESTABLISHED,"NO_PROJECT_SITE_ESTABLISHED: proposed/new facility, acquisition program, or generic program record has no defensible project-specific location",Southwest Police Substation,"Exact-name, department, facility, capital-project, address, and GIS searches produced no unique project geometry",NO_MATCH,false,,false,REMAIN_UNMAPPED,UNMAPPED,,"Remain explicitly unmapped; do not use district, ZIP, neighborhood, department HQ, or similarly named facility centroids."
CANDIDATE / RESEARCH / NOT YET GOVERNED,community-facilities/public-health/colony-park,Colony Park Public Health Center,Community Facilities,Austin Public Health,Public Health,Official 2026 Bond source plus relevant City facility/project GIS layers searched,https://services.austintexas.gov/edims/document.cfm?id=466344,,,,,City of Austin,no geometry,none,sources through 2026-09-08 research date,,NO_PROJECT_SITE_ESTABLISHED,"NO_PROJECT_SITE_ESTABLISHED: proposed/new facility, acquisition program, or generic program record has no defensible project-specific location",Colony Park Public Health Center,"Exact-name, department, facility, capital-project, address, and GIS searches produced no unique project geometry",NO_MATCH,false,,false,REMAIN_UNMAPPED,UNMAPPED,,"Remain explicitly unmapped; do not use district, ZIP, neighborhood, department HQ, or similarly named facility centroids."
CANDIDATE / RESEARCH / NOT YET GOVERNED,community-facilities/public-health/northeast,Northeast Public Health Center,Community Facilities,Austin Public Health,Public Health,Official 2026 Bond source plus relevant City facility/project GIS layers searched,https://services.austintexas.gov/edims/document.cfm?id=466344,,,,,City of Austin,no geometry,none,sources through 2026-09-08 research date,,NO_PROJECT_SITE_ESTABLISHED,"NO_PROJECT_SITE_ESTABLISHED: proposed/new facility, acquisition program, or generic program record has no defensible project-specific location",Northeast Public Health Center,"Exact-name, department, facility, capital-project, address, and GIS searches produced no unique project geometry",NO_MATCH,false,,false,REMAIN_UNMAPPED,UNMAPPED,,"Remain explicitly unmapped; do not use district, ZIP, neighborhood, department HQ, or similarly named facility centroids."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/alamo-rec-center,Recreation and Senior Center Improvements Program - Alamo Rec Center,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,541,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing facility location is stable,Alamo Recreation Center; 2100 Alamo St,Exact official facility name and address,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/big-stacy-pool,Aquatics Program - Big Stacy Pool,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,1138,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing pool location is stable,Neighborhood Pool; Big Stacy Neighborhood Park; 700 E Live Oak St,Exact official pool/park linkage,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/bolm-district-park,Parkland Improvements Program - Bolm District Park,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,207,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established park site is stable,Bolm District Park; 6700 Bolm Rd,Exact named park boundary,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Whole-park context, not the improvement footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/bolm-maintenance-center,Building Renovation and Replacement Program - Bolm Maintenance Center,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,207,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,"CONDITIONAL_STABLE_LOCATION: park site is stable, but later-refreshed boundary does not identify the reserved project parcel",Bolm District Park; 6700 Bolm Rd; official bond material reserves an approximately 10-acre northwest area for a future central maintenance facility,Official project narrative to named park; only whole-park boundary available,MEDIUM,true,The precise maintenance-center parcel/footprint is not established.,false,NEEDS_MORE_EVIDENCE,PARK_SITE_CONTEXT,,The 68.1-acre park polygon is context only and materially overstates the approximately 10-acre candidate area. https://www.austintexas.gov/sites/default/files/files/Capital_Delivery/2026%20Bond%20Development/Bond%20Content/25-1008-2026-Bond---APR-Buildings-Rec-Centers--Aquatics-Programs.pdf
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/buttermilk-nh-park,Parkland Improvements Program - Buttermilk NH Park,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,291,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established park site is stable,Buttermilk Neighborhood Park; 7500 Blessing Ave,Exact named park boundary,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Whole-park context, not the improvement footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/civitan-pool,Aquatics Program - Civitan Pool,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,1146,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing pool location is stable,Neighborhood Pool; Civitan Neighborhood Park; 513 Vargas Rd,Exact official pool/park linkage,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/doris-miller-auditorium,Recreation and Senior Center Improvements Program - Doris Miller Auditorium,Parks & Open Space,Parks and Recreation,Parks and Recreation,AFM Managed Facilities JUN26,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/AFM_Managed_Facilities_JUN26/FeatureServer/0,534c086c90eb403cbc952ebe9578c9e9,AFM_Managed_Facilities_JUN26,0,264,City of Austin,point,source-native,,2026-06-12T13:29:49Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: AFM layer published after snapshot; long-established facility location is stable,PARD Doris Miller Auditorium; 2300 Rosewood Ave,Exact official facility name and address,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,Post-snapshot facility inventory is location context only.
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/garrison-pool,Aquatics Program - Garrison Pool,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,1636,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing pool location is stable,Municipal Pool; James A. Garrison District Park; 6001 Menchaca Rd,Exact official pool/park linkage,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/givens-district-park-phase-ii,Parkland Improvements Program - Givens District Park Phase II,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,14,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established park site is stable,Givens District Park; 3811 E 12th St,Exact named park boundary; phase footprint unavailable,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Whole-park context, not the Phase II construction footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/grand-meadow-phase-ii,Parkland Improvements Program - Grand Meadow Phase II,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,302,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established park site is stable,Grand Meadow Neighborhood Park; 8022 Thaxton Dr,Exact named park boundary; phase footprint unavailable,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Whole-park context, not the Phase II construction footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/gus-garcia-center,Recreation and Senior Center Improvements Program - Gus Garcia Center,Parks & Open Space,Parks and Recreation,Parks and Recreation,AFM Managed Facilities JUN26,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/AFM_Managed_Facilities_JUN26/FeatureServer/0,534c086c90eb403cbc952ebe9578c9e9,AFM_Managed_Facilities_JUN26,0,272,City of Austin,point,source-native,,2026-06-12T13:29:49Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: AFM layer published after snapshot; long-established facility location is stable,PARD Gus Garcia Recreation Center; 1201 E Rundberg Ln,Exact official facility name and address,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,Post-snapshot facility inventory is location context only.
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/harris-branch-nh-park-development,Parkland Improvements Program - Harris Branch NH Park Development,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,321,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established park site is stable,Harris Branch Neighborhood Park; 11200 Farmhaven Rd,Exact named park boundary,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Whole-park context, not the development footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/jamestown-nh-park,Parkland Improvements Program - Jamestown NH Park,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,41,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established park site is stable,Jamestown Neighborhood Park; 8323 Jamestown Dr,Exact named park boundary,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Whole-park context, not the improvement footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/kennemer-pool,Aquatics Program - Kennemer Pool,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,1145,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing pool location is stable,Neighborhood Pool; Kennemer Pool; 1031 Payton Gin Rd,Exact official pool/facility linkage,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/lorraine-camancho-center,Recreation and Senior Center Improvements Program - Lorraine Camancho Center,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,537,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing facility location is stable,Lorraine 'Grandma' Camacho Activity Center; 35 Robert T Martinez Jr St,Exact official facility name and address; governed spelling 'Camancho' differs,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,Governed spelling differs from the official facility spelling Camacho; identity remains unique.
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/martin-pool,Aquatics Program - Martin Pool,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,1640,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing pool location is stable,Martin Neighborhood Pool; 1626 Nash Hernandez Sr Rd,Exact official pool name and address,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/metz-community-center,Recreation and Senior Center Improvements Program - Metz Community Center,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,562,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: item refreshed after snapshot; existing facility location is stable,Rodolfo 'Rudy' Mendez Recreation Center; Metz Neighborhood Park; 2401 Canterbury St,Official current facility name linked to Metz site,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,Official asset uses current facility name rather than the governed legacy/site name.
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/north-grounds-maintenance-facility,Building Renovation and Replacement Program - North Grounds Maintenance Facility,Parks & Open Space,Parks and Recreation,Parks and Recreation,pard_facility_points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/pard_facility_points/FeatureServer/0,27aa5e7c4be74a439078b3fef086296c,pard_facility_points,0,2670,City of Austin,point,source-native,,2026-04-10T22:51:27Z,CONDITIONAL_STABLE_LOCATION,"CONDITIONAL_STABLE_LOCATION: asset layer refreshed after snapshot, corroborated by pre-snapshot official bond document",Maintenance Area: Building; Walter E. Long Metro Park; 9608 Decker Lake Rd,Official pre-snapshot bond document ties North Grounds to the existing maintenance area; unique PARD asset,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,FACILITY_SITE_CONTEXT,,Pre-snapshot corroboration: https://www.austintexas.gov/sites/default/files/files/Capital_Delivery/2026%20Bond%20Development/Bond%20Content/25-1008-2026-Bond---APR-Buildings-Rec-Centers--Aquatics-Programs.pdf
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/walter-e-long-metro-park-phase-i,Parkland Improvements Program - Walter E. Long Metro Park Phase I,Parks & Open Space,Parks and Recreation,Parks and Recreation,APR_CIP_Points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/APR_CIP_Points/FeatureServer/0,01518974d257431885f54906cfa545b9,APR_CIP_Points,0,70,City of Austin,point,source-native,,2026-01-13T03:10:22Z,YES_PRE_SNAPSHOT,YES_PRE_SNAPSHOT: APR CIP item modified 2026-01-13,SUB_PROJECT_ID 7999.004; Walter E. Long Metro Park - Phase IA Vision Plan Implementation,Direct official capital-project identifier/name linkage,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Official named park boundary provides stable site context; it is not the project footprint.,"Point represents the official capital-project display location, not the construction footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/woodland-pocket-park,Parkland Improvements Program - Woodland Pocket Park,Parks & Open Space,Parks and Recreation,Parks and Recreation,APR_CIP_Points,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/APR_CIP_Points/FeatureServer/0,01518974d257431885f54906cfa545b9,APR_CIP_Points,0,65,City of Austin,point,source-native,,2026-01-13T03:10:22Z,YES_PRE_SNAPSHOT,YES_PRE_SNAPSHOT: APR CIP item modified 2026-01-13,SUB_PROJECT_ID 13267.001; Woodland Pocket Park - Development,Direct official capital-project identifier/name linkage,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Official named park boundary provides stable site context; it is not the project footprint.,Point represents the official capital-project display location; official park polygon is corroborating context.
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/woolridge-square-plan,Parkland Improvements Program - Woolridge Square Plan,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,344,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established square is stable,Wooldridge Square; 900 Guadalupe St,Exact named park boundary; spelling differs from governed Woolridge,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Official park name is Wooldridge Square; whole-square context, not the plan footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,parks/yates-pocket-park,Parkland Improvements Program - Yates Pocket Park,Parks & Open Space,Parks and Recreation,Parks and Recreation,BOUNDARIES_city_of_austin_parks,https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/BOUNDARIES_city_of_austin_parks/FeatureServer/0,8a140d1a6bfc46a8b34d2ba3e1db1c9d,BOUNDARIES_city_of_austin_parks,0,337,City of Austin,polygon,source-native,,2026-04-23T16:03:46Z,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: park boundary layer refreshed after snapshot; established park site is stable,Yates Pocket Park; 6015 Felix Ave,Exact named park boundary,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,PARK_SITE_CONTEXT,,"Whole-park context, not the improvement footprint."
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/act-plan-6th-street,ACT Plan (Austin Core Transportation Plan) Program - 6th Street,Transportation,ATPW,Transportation,Official ACT Plan presentation,https://www.austintexas.gov/sites/default/files/files/Capital_Delivery/2026%20Bond%20Development/2025.11.19-2026-Bond--Complete-Streets-and-ACT-Plan-Presentation-BEATF.pdf,,,,,City of Austin,no geometry,none,2025-11-19,,YES,YES_PRE_SNAPSHOT: official corridor description predates snapshot,"6th Street, Congress Avenue to I-35",Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/act-plan-7th-street,ACT Plan (Austin Core Transportation Plan) Program - 7th Street,Transportation,ATPW,Transportation,Official ACT Plan presentation,https://www.austintexas.gov/sites/default/files/files/Capital_Delivery/2026%20Bond%20Development/2025.11.19-2026-Bond--Complete-Streets-and-ACT-Plan-Presentation-BEATF.pdf,,,,,City of Austin,no geometry,none,2025-11-19,,YES,YES_PRE_SNAPSHOT: official corridor description predates snapshot,7th Street ACT Plan corridor,Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/barton-springs-bridge,Bridge Rehabilitation & Reconstruction Program - Barton Springs Bridge,Transportation,ATPW,Transportation,City of Austin Capital Projects Explorer — Barton Springs Rd. Bridge over Barton Creek,https://capitalprojects.austintexas.gov/api/projects.json,,,,row-xwgg_69s2~kqsp,City of Austin,polygon,source-native,2026-08-19 API extract,2026-08-19T13:46:06.522Z,CONDITIONAL_STABLE_LOCATION,"CONDITIONAL_STABLE_LOCATION: exact bridge asset is stable, but public project shape was refreshed after the snapshot and must not supply later analytical attributes",CPE project_id 5873.031; Barton Springs Rd. Bridge over Barton Creek; governed Barton Springs Bridge program row,Exact official bridge/CIP project identity and unique source geometry,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_GEOMETRY,,"Use the polygon, not an invented midpoint pin; isolate all post-snapshot non-geographic attributes."
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/delwau-ln-replacement,Bridge Rehabilitation & Reconstruction Program - Delwau Ln Replacement,Transportation,ATPW,Transportation,Official bridge-program project records and asset memorandum,https://services.austintexas.gov/edims/document.cfm?id=471428,,,,,City of Austin,no geometry,none,2026-05-07,,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: post-snapshot memo describes a stable existing bridge asset; later project status must be excluded,Delwau Lane over Boggy Creek,Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/e-7th-st,Bridge Rehabilitation & Reconstruction Program - E. 7th St,Transportation,ATPW,Transportation,Official bridge-program project records and asset memorandum,https://services.austintexas.gov/edims/document.cfm?id=471428,,,,,City of Austin,no geometry,none,2026-05-07,,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: post-snapshot memo describes a stable existing bridge asset; later project status must be excluded,E. 7th Street at Tillery Street/CapMetro railroad,Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/hart-ln-retaining-walls,Bridge Rehabilitation & Reconstruction Program - Hart Ln Retaining Walls,Transportation,ATPW,Transportation,Official bridge-program project records and asset memorandum,https://services.austintexas.gov/edims/document.cfm?id=466344,,,,,City of Austin,no geometry,none,2026-01-21,,YES,"YES_EXACT_SNAPSHOT_SOURCE: exact governed project name, but no asset geometry",Hart Lane retaining walls; Council District 10,Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/river-plantation-dr,Bridge Rehabilitation & Reconstruction Program - River Plantation Dr.,Transportation,ATPW,Transportation,Official bridge-program project records and asset memorandum,https://services.austintexas.gov/edims/document.cfm?id=471428,,,,,City of Austin,no geometry,none,2026-05-07,,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: post-snapshot memo describes a stable existing bridge asset; later project status must be excluded,River Plantation Drive Bridge over Onion Creek,Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/w-slaughter-ln,Bridge Rehabilitation & Reconstruction Program - W. Slaughter Ln,Transportation,ATPW,Transportation,Official bridge-program project records and asset memorandum,https://services.austintexas.gov/edims/document.cfm?id=471428,,,,,City of Austin,no geometry,none,2026-05-07,,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: post-snapshot memo describes a stable existing bridge asset; later project status must be excluded,West Slaughter Lane over Union Pacific Railroad,Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
